X0 Y0 Theta0 VX0 VY0 L0 FX0 FY0 T0 X1 Y1 Theta1 VX1 VY1 L1 FX1 FY1 T1 Time Energy
-0.4688  1.4081  30.3178 -1.4491  0.2279  1.5694  0.2407 -1.9942 -4.6437  0.4688 -1.4081  30.0822  1.4491 -0.2279  0.4306 -0.2407  1.9942  4.6437  30.2000  5.3783 
-0.6113  1.4109  30.4283 -1.4250  0.0284  1.1051  0.3185 -2.1237 -5.1724  0.6113 -1.4109  30.1717  1.4250 -0.0284  0.8949 -0.3185  2.1237  5.1724  30.3000  5.1504 
-0.7506  1.3925  30.4871 -1.3932 -0.1839  0.5878  0.3880 -2.2491 -3.8622  0.7506 -1.3925  30.3129  1.3932  0.1839  1.4122 -0.3880  2.2491  3.8622  30.4000  5.4488 
-0.8861  1.3516  30.5073 -1.3544 -0.4088  0.2016  0.4753 -2.3577 -1.1575  0.8861 -1.3516  30.4927  1.3544  0.4088  1.7984 -0.4753  2.3577  1.1575  30.5000  6.0971 
-1.0168  1.2872  30.5159 -1.3069 -0.6446  0.0859  0.6010 -2.4316  1.9929  1.0168 -1.2872  30.6841  1.3069  0.6446  1.9141 -0.6010  2.4316 -1.9929  30.6000  6.5008 
-1.1414  1.1984  30.5444 -1.2468 -0.8878  0.2852  0.7781 -2.4490  4.4763  1.1414 -1.1984  30.8556  1.2468  0.8878  1.7148 -0.7781  2.4490 -4.4763  30.7000  6.4204 
-1.2583  1.0851  30.6177 -1.1690 -1.1327  0.7328  1.0095 -2.3868  5.4156  1.2583 -1.0851  30.9823  1.1690  1.1327  1.2672 -1.0095  2.3868 -5.4156  30.8000  6.2980 
-1.3651  0.9480  30.7451 -1.0680 -1.3713  1.2744  1.2857 -2.2230  4.4837  1.3651 -0.9480  31.0549  1.0680  1.3713  0.7256 -1.2857  2.2230 -4.4837  30.9000  6.6993 
-1.4591  0.7886  30.9174 -0.9394 -1.5936  1.7227  1.5843 -1.9419  2.0194  1.4591 -0.7886  31.0826  0.9394  1.5936  0.2773 -1.5843  1.9419 -2.0194  31.0000  7.5775 
-1.5372  0.6098  31.1098 -0.7810 -1.7878  1.9247  1.8716 -1.5397 -1.0953  1.5372 -0.6098  31.0902  0.7810  1.7878  0.0753 -1.8716  1.5397  1.0953  31.1000  8.3005 
-1.5966  0.4157  31.2914 -0.5939 -1.9418  1.8151  2.1082 -1.0295 -3.7539  1.5966 -0.4157  31.1086  0.5939  1.9418  0.1849 -2.1082  1.0295  3.7539  31.2000  8.4060 
-1.6349  0.2112  31.4353 -0.3830 -2.0448  1.4397  2.2587 -0.4434 -5.0222  1.6349 -0.2112  31.1647  0.3830  2.0448  0.5603 -2.2587  0.4434  5.0222  31.3000  8.1215 
-1.6506  0.0023  31.5291 -0.1572 -2.0891  0.9375  2.3014  0.1714 -4.4722  1.6506 -0.0023  31.2709  0.1572  2.0891  1.0625 -2.3014 -0.1714  4.4722  31.4000  8.0061 
-1.6433 -0.2049  31.5781  0.0730 -2.0720  0.4903  2.2349  0.7623 -2.3320  1.6433  0.2049  31.4219 -0.0730  2.0720  1.5097 -2.2349 -0.7623  2.3320  31.5000  8.2091 
-1.6136 -0.4045  31.6038  0.2965 -1.9957  0.2571  2.0777  1.2822  0.6011  1.6136  0.4045  31.5962 -0.2965  1.9957  1.7429 -2.0777 -1.2822 -0.6011  31.6000  8.3078 
-1.5632 -0.5912  31.6355  0.5042 -1.8675  0.3172  1.8620  1.6988  3.2510  1.5632  0.5912  31.7645 -0.5042  1.8675  1.6828 -1.8620 -1.6988 -3.2510  31.7000  7.9076 
-1.4942 -0.7610  31.6998  0.6904 -1.6976  0.6423  1.6235  1.9985  4.6525  1.4942  0.7610  31.9002 -0.6904  1.6976  1.3577 -1.6235 -1.9985 -4.6525  31.8000  7.1909 
-1.4089 -0.9108  31.8105  0.8528 -1.4978  1.1075  1.3929  2.1837  4.2990  1.4089  0.9108  31.9895 -0.8528  1.4978  0.8925 -1.3929 -2.1837 -4.2990  31.9000  6.6915 
-1.3097 -1.0387  31.9643  0.9921 -1.2794  1.5374  1.1912  2.2689  2.3240  1.3097  1.0387  32.0357 -0.9921  1.2794  0.4626 -1.1912 -2.2689 -2.3240  32.0000  6.6079 
-1.1986 -1.1440  32.1412  1.1112 -1.0525  1.7698  1.0273  2.2748 -0.5486  1.1986  1.1440  32.0588 -1.1112  1.0525  0.2302 -1.0273 -2.2748  0.5486  32.1000  6.5721 
-1.0772 -1.2265  32.3127  1.2139 -0.8250  1.7150  0.8990  2.2246 -3.2662  1.0772  1.2265  32.0873 -1.2139  0.8250  0.2850 -0.8990 -2.2246  3.2662  32.2000  6.1784 
-0.9468 -1.2867  32.4516  1.3038 -0.6026  1.3884  0.7948  2.1405 -4.8285  0.9468  1.2867  32.1484 -1.3038  0.6026  0.6116 -0.7948 -2.1405  4.8285  32.3000  5.5607 
-0.8085 -1.3256  32.5421  1.3833 -0.3885  0.9055  0.6960  2.0415 -4.6479  0.8085  1.3256  32.2579 -1.3833  0.3885  1.0945 -0.6960 -2.0415  4.6479  32.4000  5.2401 
-0.6632 -1.3440  32.5862  1.4529 -0.1844  0.4407  0.5788  1.9418 -2.7631  0.6632  1.3440  32.4138 -1.4529  0.1844  1.5593 -0.5788 -1.9418  2.7631  32.5000  5.4330 
-0.5121 -1.3431  32.6026  1.5108  0.0098  0.1644  0.4162  1.8477  0.1742  0.5121  1.3431  32.5974 -1.5108 -0.0098  1.8356 -0.4162 -1.8477 -0.1742  32.6000  5.7351 
-0.3569 -1.3236  32.6208  1.5524  0.1946  0.1818  0.1826  1.7547  3.1307  0.3569  1.3236  32.7792 -1.5524 -0.1946  1.8182 -0.1826 -1.7547 -3.1307  32.7000  5.6182 
-0.1998 -1.2866  32.6703  1.5707  0.3700  0.4949 -0.1412  1.6452  5.0606  0.1998  1.2866  32.9297 -1.5707 -0.3700  1.5051  0.1412 -1.6452 -5.0606  32.8000  5.1055 
-0.0441 -1.2331  32.7704  1.5565  0.5346  1.0010 -0.5585  1.4888  5.2765  0.0441  1.2331  33.0296 -1.5565 -0.5346  0.9990  0.5585 -1.4888 -5.2765  32.9000  4.7367 
 0.1059 -1.1648  32.9233  1.5007  0.6834  1.5286 -1.0465  1.2495  3.6912 -0.1059  1.1648  33.0767 -1.5007 -0.6834  0.4714  1.0465 -1.2495 -3.6912  33.0000  4.8476 
 0.2455 -1.0840  33.1130  1.3960  0.8084  1.8977 -1.5515  0.9024  0.8441 -0.2455  1.0840  33.0870 -1.3960 -0.8084  0.1023  1.5515 -0.9024 -0.8441  33.1000  5.0838 
 0.3696 -0.9941  33.3113  1.2409  0.8986  1.9821 -1.9959  0.4540 -2.2929 -0.3696  0.9941  33.0887 -1.2409 -0.8986  0.0179  1.9959 -0.4540  2.2929  33.2000  4.7935 
 0.4738 -0.8997  33.4865  1.0413  0.9440  1.7529 -2.3016 -0.0438 -4.6588 -0.4738  0.8997  33.1135 -1.0413 -0.9440  0.2471  2.3016  0.0438  4.6588  33.3000  3.8306 
 0.5549 -0.8057  33.6152  0.8111  0.9397  1.2870 -2.4184 -0.5040 -5.4712 -0.5549  0.8057  33.1848 -0.8111 -0.9397  0.7130  2.4184  0.5040  5.4712  33.4000  2.7720 
 0.6118 -0.7168  33.6892  0.5693  0.8893  0.7399 -2.3384 -0.8326 -4.4932 -0.6118  0.7168  33.3108 -0.5693 -0.8893  1.2601  2.3384  0.8326  4.4932  33.5000  2.2783 
 0.6454 -0.6362  33.7183  0.3355  0.8060  0.2905 -2.0888 -0.9616 -2.1071 -0.6454  0.6362  33.4817 -0.3355 -0.8060  1.7095  2.0888  0.9616  2.1071  33.6000  2.3747 
 0.6580 -0.5652  33.7263  0.1266  0.7098  0.0798 -1.7134 -0.8669  0.8284 -0.6580  0.5652  33.6737 -0.1266 -0.7098  1.9202  1.7134  0.8669 -0.8284  33.7000  2.5041 
 0.6535 -0.5029  33.7425 -0.0448  0.6231  0.1627 -1.2585 -0.5708  3.2885 -0.6535  0.5029  33.8575  0.0448 -0.6231  1.8373  1.2585  0.5708 -3.2885  33.8000  2.2336 
 0.6365 -0.4463  33.7917 -0.1706  0.5661  0.4915 -0.7710 -0.1334  4.4511 -0.6365  0.4463  34.0083  0.1706 -0.5661  1.5085  0.7710  0.1334 -4.4511  33.9000  1.7258 
 0.6117 -0.3910  33.8854 -0.2477  0.5527  0.9366 -0.3082  0.3572  3.9923 -0.6117  0.3910  34.1146  0.2477 -0.5527  1.0634  0.3082 -0.3572 -3.9923  34.0000  1.4460 
 0.5839 -0.3322  34.0189 -0.2785  0.5884  1.3359  0.0560  0.7930  2.2012 -0.5839  0.3322  34.1811  0.2785 -0.5884  0.6641 -0.0560 -0.7930 -2.2012  34.1000  1.5611 
 0.5566 -0.2654  34.1745 -0.2729  0.6677  1.5560  0.2412  1.0476 -0.1328 -0.5566  0.2654  34.2255  0.2729 -0.6677  0.4440 -0.2412 -1.0476  0.1328  34.2000  1.8095 
 0.5317 -0.1882  34.3288 -0.2488  0.7725  1.5427  0.2101  0.9773 -2.0285 -0.5317  0.1882  34.2712  0.2488 -0.7725  0.4573 -0.2101 -0.9773  2.0285  34.3000  1.9188 
 0.5089 -0.1011  34.4628 -0.2278  0.8702  1.3399  0.0534  0.4623 -2.7245 -0.5089  0.1011  34.3372  0.2278 -0.8702  0.6601 -0.0534 -0.4623  2.7245  34.4000  1.9085 
 0.4867 -0.0095  34.5695 -0.2224  0.9164  1.0674  0.0176 -0.4567 -2.0470 -0.4867  0.0095  34.4305  0.2224 -0.9164  0.9326 -0.0176  0.4567  2.0470  34.5000  1.8759 
 0.4646  0.0776  34.6558 -0.2207  0.8708  0.8627  0.3003 -1.4462 -0.5331 -0.4646 -0.0776  34.5442  0.2207 -0.8708  1.1373 -0.3003  1.4462  0.5331  34.6000  1.7305 
 0.4455  0.1502  34.7367 -0.1907  0.7261  0.8094  0.7569 -2.0583  0.8694 -0.4455 -0.1502  34.6633  0.1907 -0.7261  1.1906 -0.7569  2.0583 -0.8694  34.7000  1.3988 
 0.4340  0.2022  34.8264 -0.1150  0.5203  0.8963  1.0194 -2.0875  1.3730 -0.4340 -0.2022  34.7736  0.1150 -0.5203  1.1037 -1.0194  2.0875 -1.3730  34.8000  1.0694 
 0.4327  0.2334  34.9297 -0.0130  0.3116  1.0336  0.8814 -1.5991  0.7550 -0.4327 -0.2334  34.8703  0.0130 -0.3116  0.9664 -0.8814  1.5991 -0.7550  34.9000  0.9578 
 0.4402  0.2486  35.0407  0.0751  0.1517  1.1091  0.4122 -0.7526 -0.6057 -0.4402 -0.2486  34.9593 -0.0751 -0.1517  0.8909 -0.4122  0.7526  0.6057  35.0000  1.0066 
 0.4519  0.2562  35.1455  0.1163  0.0764  1.0486 -0.1919  0.2595 -1.9590 -0.4519 -0.2562  35.0545 -0.1163 -0.0764  0.9514  0.1919 -0.2595  1.9590  35.1000  1.0141 
 0.4616  0.2664  35.2308  0.0971  0.1024  0.8527 -0.7709  1.2036 -2.5360 -0.4616 -0.2664  35.1692 -0.0971 -0.1024  1.1473  0.7709 -1.2036  2.5360  35.2000  0.9570 
 0.4636  0.2887  35.2907  0.0201  0.2227  0.5991 -1.2550  1.8407 -1.8908 -0.4636 -0.2887  35.3093 -0.0201 -0.2227  1.4009  1.2550 -1.8407  1.8908  35.3000  1.0084 
 0.4530  0.3294  35.3317 -0.1054  0.4068  0.4100 -1.6062  2.0047 -0.1069 -0.4530 -0.3294  35.4683  0.1054 -0.4068  1.5900  1.6062 -2.0047  0.1069  35.4000  1.2482 
 0.4264  0.3901  35.3716 -0.2661  0.6073  0.3993 -1.7475  1.6792  2.2031 -0.4264 -0.3901  35.6284  0.2661 -0.6073  1.6007  1.7475 -1.6792 -2.2031  35.5000  1.5359 
 0.3824  0.4676  35.4336 -0.4408  0.7752  0.6196 -1.5911  1.0322  4.1059 -0.3824 -0.4676  35.7664  0.4408 -0.7752  1.3804  1.5911 -1.0322 -4.1059  35.6000  1.7581 
 0.3224  0.5555  35.5366 -0.5999  0.8784  1.0302 -1.1550  0.3414  4.7120 -0.3224 -0.5555  35.8634  0.5999 -0.8784  0.9698  1.1550 -0.3414 -4.7120  35.7000  2.0624 
 0.2508  0.6467  35.6867 -0.7154  0.9125  1.5014 -0.6061 -0.1803  3.5773 -0.2508 -0.6467  35.9133  0.7154 -0.9125  0.4986  0.6061  0.1803 -3.5773  35.8000  2.6349 
 0.1732  0.7362  35.8727 -0.7760  0.8945  1.8591 -0.1498 -0.4913  0.9511 -0.1732 -0.7362  35.9273  0.7760 -0.8945  0.1409  0.1498  0.4913 -0.9511  35.9000  3.2703 
 0.0941  0.8207  36.0681 -0.7910  0.8454  1.9542  0.0943 -0.6673 -2.2812 -0.0941 -0.8207  35.9319  0.7910 -0.8454  0.0458 -0.0943  0.6673  2.2812  36.0000  3.4532 
 0.0160  0.8986  36.2407 -0.7816  0.7787  1.7261  0.1126 -0.7996 -4.9382 -0.0160 -0.8986  35.9593  0.7816 -0.7787  0.2739 -0.1126  0.7996  4.9382  36.1000  3.0221 
-0.0611  0.9684  36.3639 -0.7703  0.6987  1.2323 -0.0450 -0.9454 -6.0056  0.0611 -0.9684  36.0361  0.7703 -0.6987  0.7677  0.0450  0.9454  6.0056  36.2000  2.5239 
-0.1386  1.0289  36.4271 -0.7748  0.6042  0.6317 -0.3061 -1.1272 -5.0293  0.1386 -1.0289  36.1729  0.7748 -0.6042  1.3683  0.3061  1.1272  5.0293  36.3000  2.6393 
-0.2191  1.0780  36.4400 -0.8054  0.4914  0.1288 -0.5978 -1.3461 -2.2932  0.2191 -1.0780  36.3600  0.8054 -0.4914  1.8712  0.5978  1.3461  2.2932  36.4000  3.3357 
-0.3056  1.1137  36.4299 -0.8652  0.3568 -0.1005 -0.8551 -1.5928  1.2764  0.3056 -1.1137  36.5701  0.8652 -0.3568  2.1005  0.8551  1.5928 -1.2764  36.5000  3.8702 
-0.4007  1.1334  36.4326 -0.9507  0.1975  0.0271 -1.0239 -1.8515  4.4424  0.4007 -1.1334  36.7674  0.9507 -0.1975  1.9729  1.0239  1.8515 -4.4424  36.6000  3.7151 
-0.5060  1.1347  36.4798 -1.0531  0.0124  0.4714 -1.0633 -2.0999  6.1015  0.5060 -1.1347  36.9202  1.0531 -0.0124  1.5286  1.0633  2.0999 -6.1015  36.7000  3.2550 
-0.6220  1.1149  36.5879 -1.1595 -0.1976  1.0815 -0.9497 -2.3085  5.6804  0.6220 -1.1149  37.0121  1.1595  0.1976  0.9185  0.9497  2.3085 -5.6804  36.8000  3.3474 
-0.7474  1.0721  36.7529 -1.2544 -0.4285  1.6496 -0.6804 -2.4415  3.3415  0.7474 -1.0721  37.0471  1.2544  0.4285  0.3504  0.6804  2.4415 -3.3415  36.9000  4.2788 
-0.8796  1.0048  36.9513 -1.3225 -0.6726  1.9837 -0.2773 -2.4635 -0.0768  0.8796 -1.0048  37.0487  1.3225  0.6726  0.0163  0.2773  2.4635  0.0768  37.0000  5.4205 
-1.0147  0.9129  37.1489 -1.3502 -0.9190  1.9760  0.2141 -2.3483 -3.3618  1.0147 -0.9129  37.0511  1.3502  0.9190  0.0240 -0.2141  2.3483  3.3618  37.1000  6.0045 
-1.1475  0.7975  37.3129 -1.3288 -1.1538  1.6399  0.7326 -2.0910 -5.3617  1.1475 -0.7975  37.0871  1.3288  1.1538  0.3601 -0.7326  2.0910  5.3617  37.2000  6.0214 
-1.2731  0.6612  37.4232 -1.2555 -1.3629  1.1037  1.2166 -1.7128 -5.3953  1.2731 -0.6612  37.1768  1.2555  1.3629  0.8963 -1.2166  1.7128  5.3953  37.3000  6.1227 
-1.3865  0.5078  37.4796 -1.1339 -1.5342  0.5642  1.6194 -1.2575 -3.4909  1.3865 -0.5078  37.3204  1.1339  1.5342  1.4358 -1.6194  1.2575  3.4909  37.4000  6.7077 
-1.4837  0.3418  37.5011 -0.9719 -1.6599  0.2151  1.9192 -0.7788 -0.3694  1.4837 -0.3418  37.4989  0.9719  1.6599  1.7849 -1.9192  0.7788  0.3694  37.5000  7.4028 
-1.5617  0.1681  37.5190 -0.7800 -1.7378  0.1781  2.1187 -0.3256  2.8203  1.5617 -0.1681  37.6810  0.7800  1.7378  1.8219 -2.1187  0.3256 -2.8203  37.6000  7.5830 
-1.6185 -0.0090  37.5650 -0.5681 -1.7704  0.4602  2.2367  0.0683  4.9167  1.6185  0.0090  37.8350  0.5681  1.7704  1.5398 -2.2367 -0.0683 -4.9167  37.7000  7.2139 
-1.6529 -0.1853  37.6602 -0.3445 -1.7635  0.9518  2.2977  0.3877  5.1634  1.6529  0.1853  37.9398  0.3445  1.7635  1.0482 -2.2977 -0.3877 -5.1634  37.8000  6.8977 
-1.6644 -0.3578  37.8070 -0.1147 -1.7248  1.4682  2.3237  0.6329  3.4791  1.6644  0.3578  37.9930  0.1147  1.7248  0.5318 -2.3237 -0.6329 -3.4791  37.9000  7.0808 
-1.6526 -0.5240  37.9886  0.1177 -1.6615  1.8161  2.3298  0.8158  0.4844  1.6526  0.5240  38.0114 -0.1177  1.6615  0.1839 -2.3298 -0.8158 -0.4844  38.0000  7.4839 
-1.6176 -0.6819  38.1750  0.3507 -1.5799  1.8645  2.3226  0.9543 -2.7244  1.6176  0.6819  38.0250 -0.3507  1.5799  0.1355 -2.3226 -0.9543  2.7244  38.1000  7.5074 
-1.5593 -0.8304  38.3342  0.5829 -1.4845  1.5921  2.3010  1.0685 -4.9715  1.5593  0.8304  38.0658 -0.5829  1.4845  0.4079 -2.3010 -1.0685  4.9715  38.2000  7.0657 
-1.4780 -0.9682  38.4437  0.8130 -1.3776  1.0949  2.2573  1.1779 -5.4263  1.4780  0.9682  38.1563 -0.8130  1.3776  0.9051 -2.2573 -1.1779  5.4263  38.3000  6.7336 
-1.3741 -1.0941  38.4990  1.0388 -1.2598  0.5523  2.1784  1.2984 -3.9042  1.3741  1.0941  38.3010 -1.0388  1.2598  1.4477 -2.1784 -1.2984  3.9042  38.4000  6.9997 
-1.2484 -1.2071  38.5152  1.2566 -1.1300  0.1619  2.0475  1.4404 -0.9335  1.2484  1.2071  38.4848 -1.2566  1.1300  1.8381 -2.0475 -1.4404  0.9335  38.5000  7.6099 
-1.1023 -1.3057  38.5220  1.4613 -0.9859  0.0685  1.8457  1.6057  2.4330  1.1023  1.3057  38.6780 -1.4613  0.9859  1.9315 -1.8457 -1.6057 -2.4330  38.6000  7.8796 
-0.9377 -1.3883  38.5532  1.6459 -0.8254  0.3118  1.5559  1.7856  4.9951  0.9377  1.3883  38.8468 -1.6459  0.8254  1.6882 -1.5559 -1.7856 -4.9951  38.7000  7.5798 
-0.7576 -1.4529  38.6343  1.8015 -0.6468  0.8113  1.1667  1.9598  5.8356  0.7576  1.4529  38.9657 -1.8015  0.6468  1.1887 -1.1667 -1.9598 -5.8356  38.8000  7.2365 
-0.5657 -1.4980  38.7738  1.9182 -0.4508  1.3949  0.6793  2.0979  4.6482  0.5657  1.4980  39.0262 -1.9182  0.4508  0.6051 -0.6793 -2.0979 -4.6482  38.9000  7.4320 
-0.3671 -1.5221  38.9598  1.9861 -0.2410  1.8597  0.1121  2.1656  1.8463  0.3671  1.5221  39.0402 -1.9861  0.2410  0.1403 -0.1121 -2.1656 -1.8463  39.0000  8.0037 
-0.1674 -1.5246  39.1642  1.9973 -0.0245  2.0443 -0.4966  2.1344 -1.5856  0.1674  1.5246  39.0358 -1.9973  0.0245 -0.0443  0.4966 -2.1344  1.5856  39.1000  8.1875 
 0.0274 -1.5057  39.3528  1.9477  0.1890  1.8858 -1.0934  1.9923 -4.4440 -0.0274  1.5057  39.0472 -1.9477 -0.1890  0.1142  1.0934 -1.9923  4.4440  39.2000  7.5442 
 0.2112 -1.4669  39.4969  1.8383  0.3882  1.4414 -1.6209  1.7508 -5.7351 -0.2112  1.4669  39.1031 -1.8383 -0.3882  0.5586  1.6209 -1.7508  5.7351  39.3000  6.4995 
 0.3788 -1.4105  39.5837  1.6762  0.5633  0.8679 -2.0314  1.4435 -5.0269 -0.3788  1.4105  39.2163 -1.6762 -0.5633  1.1321  2.0314 -1.4435  5.0269  39.4000  5.8171 
 0.5261 -1.3398  39.6203  1.4731  0.7076  0.3652 -2.2964  1.1166 -2.5997 -0.5261  1.3398  39.3797 -1.4731 -0.7076  1.6348  2.2964 -1.1166  2.5997  39.5000  5.6850 
 0.6505 -1.2578  39.6308  1.2435  0.8193  0.1052 -2.4103  0.8162  0.6583 -0.6505  1.2578  39.5692 -1.2435 -0.8193  1.8948  2.4103 -0.8162 -0.6583  39.6000  5.5646 
 0.7507 -1.1677  39.6479  1.0024  0.9009  0.1710 -2.3866  0.5776  3.5716 -0.7507  1.1677  39.7521 -1.0024 -0.9009  1.8290  2.3866 -0.5776 -3.5716  39.7000  4.9564 
 0.8271 -1.0719  39.7007  0.7638  0.9587  0.5282 -2.2509  0.4202  5.1003 -0.8271  1.0719  39.8993 -0.7638 -0.9587  1.4718  2.2509 -0.4202 -5.1003  39.8000  4.0666 
 0.8810 -0.9718  39.8045  0.5387  1.0007  1.0382 -2.0355  0.3459  4.7131 -0.8810  0.9718  39.9955 -0.5387 -1.0007  0.9618  2.0355 -0.3459 -4.7131  39.9000  3.5246 
 0.9145 -0.8683  39.9555  0.3351  1.0353  1.5095 -1.7748  0.3412  2.5775 -0.9145  0.8683  40.0445 -0.3351 -1.0353  0.4905  1.7748 -0.3412 -2.5775  40.0000  3.5585 
 0.9302 -0.7613  40.1322  0.1576  1.0694  1.7673 -1.5033  0.3802 -0.5014 -0.9302  0.7613  40.0678 -0.1576 -1.0694  0.2327  1.5033 -0.3802  0.5014  40.1000  3.7229 
 0.9310 -0.6506  40.3039  0.0073  1.1074  1.7172 -1.2537  0.4258 -3.3719 -0.9310  0.6506  40.0961 -0.0073 -1.1074  0.2828  1.2537 -0.4258  3.3719  40.2000  3.5219 
 0.9192 -0.5356  40.4419 -0.1181  1.1500  1.3800 -1.0535  0.4318 -4.9516 -0.9192  0.5356  40.1581  0.1181 -1.1500  0.6200  1.0535 -0.4318  4.9516  40.3000  3.0753 
 0.8968 -0.4163  40.5304 -0.2234  1.1932  0.8848 -0.9176  0.3447 -4.6206 -0.8968  0.4163  40.2696  0.2234 -1.1932  1.1152  0.9176 -0.3447  4.6206  40.4000  2.9304 
 0.8653 -0.2935  40.5727 -0.3152  1.2277  0.4227 -0.8364  0.1102 -2.4518 -0.8653  0.2935  40.4273  0.3152 -1.2277  1.5773  0.8364 -0.1102  2.4518  40.5000  3.2704 
 0.8254 -0.1696  40.5904 -0.3988  1.2387  0.1776 -0.7631 -0.3088  0.8008 -0.8254  0.1696  40.6096  0.3988 -1.2387  1.8224  0.7631  0.3088 -0.8008  40.6000  3.5958 
 0.7779 -0.0489  40.6162 -0.4751  1.2078  0.2576 -0.6164 -0.8989  3.9529 -0.7779  0.0489  40.7838  0.4751 -1.2078  1.7424  0.6164  0.8989 -3.9529  40.7000  3.3413 
 0.7242  0.0629  40.6815 -0.5368  1.1179  0.6529 -0.3199 -1.5622  5.7952 -0.7242 -0.0629  40.9185  0.5368 -1.1179  1.3471  0.3199  1.5622 -5.7952  40.8000  2.6359 
 0.6674  0.1591  40.8047 -0.5688  0.9617  1.2325  0.1243 -2.1260  5.5266 -0.6674 -0.1591  40.9953  0.5688 -0.9617  0.7675 -0.1243  2.1260 -5.5266  40.9000  2.1703 
 0.6117  0.2340  40.9832 -0.5563  0.7491  1.7851  0.5941 -2.4204  3.0762 -0.6117 -0.2340  41.0168  0.5563 -0.7491  0.2149 -0.5941  2.4204 -3.0762  41.0000  2.2797 
 0.5620  0.2847  41.1925 -0.4969  0.5071  2.0927  0.9046 -2.3613 -0.8153 -0.5620 -0.2847  41.0075  0.4969 -0.5071 -0.0927 -0.9046  2.3613  0.8153  41.1000  2.4512 
 0.5214  0.3118  41.3936 -0.4065  0.2709  2.0112  0.9221 -1.9608 -4.8148 -0.5214 -0.3118  41.0064  0.4065 -0.2709 -0.0112 -0.9221  1.9608  4.8148  41.2000  2.0156 
 0.4900  0.3193  41.5466 -0.3142  0.0748  1.5297  0.6326 -1.2815 -7.4589 -0.4900 -0.3193  41.0534  0.3142 -0.0748  0.4703 -0.6326  1.2815  7.4589  41.3000  1.1938 
 0.4649  0.3140  41.6250 -0.2510 -0.0533  0.7838  0.1321 -0.4135 -7.6831 -0.4649 -0.3140  41.1750  0.2510  0.0533  1.2162 -0.1321  0.4135  7.6831  41.4000  1.0115 
 0.4411  0.3045  41.6265 -0.2378 -0.0947  0.0155 -0.4348  0.5031 -5.2167 -0.4411 -0.3045  41.3735  0.2378  0.0947  1.9845  0.4348 -0.5031  5.2167  41.5000  1.9870 
 0.4130  0.3001  41.5759 -0.2812 -0.0443 -0.5061 -0.9405  1.2588 -0.7047 -0.4130 -0.3001  41.6241  0.2812  0.0443  2.5061  0.9405 -1.2588  0.7047  41.6000  3.2457 
 0.3754  0.3082  41.5183 -0.3753  0.0815 -0.5766 -1.2869  1.6125  4.4795 -0.3754 -0.3082  41.8817  0.3753 -0.0815  2.5766  1.2869 -1.6125 -4.4795  41.7000  3.3903 
 0.3250  0.3325  41.5054 -0.5040  0.2428 -0.1287 -1.3459  1.4137  8.6549 -0.3250 -0.3325  42.0946  0.5040 -0.2428  2.1287  1.3459 -1.4137 -8.6549  41.8000  2.2572 
 0.2612  0.3709  41.5791 -0.6386  0.3842  0.7368 -0.9475  0.7806  10.3289 -0.2612 -0.3709  42.2209  0.6386 -0.3842  1.2632  0.9475 -0.7806 -10.3289  41.9000  1.3605 
 0.1878  0.4171  41.7561 -0.7333  0.4622  1.7697 -0.0923  0.1348  8.6425 -0.1878 -0.4171  42.2439  0.7333 -0.4622  0.2303  0.0923 -0.1348 -8.6425  42.0000  2.2277 
 0.1136  0.4647  42.0195 -0.7426  0.4757  2.6340  0.8468 -0.1625  3.7609 -0.1136 -0.4647  42.1805  0.7426 -0.4757 -0.6340 -0.8468  0.1625 -3.7609  42.1000  4.4046 
 0.0478  0.5106  42.3205 -0.6579  0.4594  3.0101  1.4093 -0.1578 -2.9185 -0.0478 -0.5106  42.0795  0.6579 -0.4594 -1.0101 -1.4093  0.1578  2.9185  42.2000  5.5718 
-0.0039  0.5550  42.5923 -0.5169  0.4437  2.7182  1.4229 -0.1001 -9.0999  0.0039 -0.5550  42.0077  0.5169 -0.4437 -0.7182 -1.4229  0.1001  9.0999  42.3000  4.1672 
-0.0414  0.5984  42.7731 -0.3747  0.4337  1.8082  0.9775 -0.1325 -12.4655  0.0414 -0.5984  42.0269  0.3747 -0.4337  0.1918 -0.9775  0.1325  12.4655  42.4000  1.6843 
-0.0690  0.6404  42.8293 -0.2769  0.4204  0.5617  0.2564 -0.2623 -11.6268  0.0690 -0.6404  42.1707  0.2769 -0.4204  1.4383 -0.2564  0.2623  11.6268  42.5000  1.2681 
-0.0942  0.6798  42.7692 -0.2513  0.3942 -0.6010 -0.5533 -0.4529 -6.7002  0.0942 -0.6798  42.4308  0.2513 -0.3942  2.6010  0.5533  0.4529  6.7002  42.6000  3.7784 
-0.1248  0.7147  42.6421 -0.3066  0.3489 -1.2710 -1.2887 -0.6830  0.6987  0.1248 -0.7147  42.7579  0.3066 -0.3489  3.2710  1.2887  0.6830 -0.6987  42.7000  6.3881 
-0.1684  0.7428  42.5219 -0.4355  0.2806 -1.2012 -1.8221 -0.9496  8.0230  0.1684 -0.7428  43.0781  0.4355 -0.2806  3.2012  1.8221  0.9496 -8.0230  42.8000  5.9312 
-0.2301  0.7613  42.4821 -0.6177  0.1856 -0.3989 -2.0683 -1.2424  12.7065  0.2301 -0.7613  43.3179  0.6177 -0.1856  2.3989  2.0683  1.2424 -12.7065  42.9000  2.9699 
